transaction_id,customer_id,transaction_date,transaction_time,hour_of_day,is_weekend,is_night_transaction,country,city,merchant_category,payment_method,device_type,customer_age,credit_score,account_age_years,account_balance,transaction_amount,num_prev_transactions,transaction_freq_monthly,distance_from_home_km,time_since_last_txn_hrs,is_international,failed_attempts,pin_changed_recently,is_fraud,fraud_type
TXN0000000319,CUST00133273,01-11-2020,07:56:00,7,1,0,India,Rio,Gaming,Mobile Payment,Mobile,45,648,10.5,17469.72,116,165,19,4.9,26.12,1,0,0,0,None
TXN0000000320,CUST00199570,24-12-2023,01:08:00,1,1,1,India,Delhi,Entertainment,Debit Card,Desktop,35,710,3.7,2917.96,18.47,137,32,6.2,0.27,0,2,0,0,None
TXN0000000321,CUST00178048,18-09-2021,22:11:00,22,1,1,USA,Osaka,Electronics,Credit Card,POS Terminal,56,600,0.4,2634.3,628.57,147,19,36.4,0.13,0,0,0,0,None
TXN0000000322,CUST00021358,03-03-2021,22:30:00,22,0,1,USA,Tokyo,Gaming,Debit Card,Mobile,44,716,4.8,3535.84,43.41,164,18,3.1,11.18,0,0,0,0,None
TXN0000000323,CUST00119122,13-06-2021,16:32:00,16,1,0,UK,Los Angeles,Healthcare,Credit Card,Desktop,67,679,2,50504.7,89.5,148,23,1.9,13.8,0,0,0,0,None
TXN0000000324,CUST00077506,19-02-2024,15:44:00,15,0,0,Canada,Melbourne,Entertainment,Mobile Payment,Mobile,48,767,6.6,1964.06,17.38,154,15,25.5,4.73,0,0,0,0,None
TXN0000000325,CUST00002870,24-11-2020,07:35:00,7,0,0,Japan,Los Angeles,Fuel,Credit Card,Mobile,33,499,2,76354.44,23.79,135,21,5.1,5.34,1,0,0,0,None
TXN0000000326,CUST00192208,02-06-2020,21:09:00,21,0,0,Mexico,Rio,Entertainment,Mobile Payment,Mobile,47,850,13.2,12065.3,103.57,147,23,3.9,30.67,0,0,0,0,None
TXN0000000327,CUST00050109,26-05-2022,06:42:00,6,0,1,Canada,Guadalajara,Healthcare,Credit Card,Desktop,29,762,3.9,3694.44,57.32,158,22,13,18.57,0,0,0,0,None
TXN0000000328,CUST00112297,03-04-2024,17:09:00,17,0,0,UK,Lyon,Clothing,Debit Card,Desktop,39,704,8.5,7895.56,43.95,161,19,13.9,13.52,0,0,0,0,None
TXN0000000329,CUST00094180,17-04-2024,08:00:00,8,0,0,Germany,Tokyo,Electronics,Debit Card,Mobile,66,711,0.5,15470.25,775.61,146,19,48.1,22.66,1,0,0,0,None
TXN0000000330,CUST00090273,21-03-2022,08:02:00,8,0,0,India,Mexico City,Gaming,Bank Transfer,Mobile,47,746,0.2,16072.89,82.34,145,22,10.6,0.57,0,1,0,0,None
TXN0000000331,CUST00038468,28-11-2023,10:10:00,10,0,0,Mexico,Paris,Gaming,Bank Transfer,Desktop,39,630,0.5,1042.9,12.15,149,29,6.7,20.77,0,0,0,0,None
TXN0000000332,CUST00023329,23-08-2021,18:56:00,18,0,0,Brazil,Melbourne,Healthcare,Debit Card,Tablet,50,585,5.8,4534.64,116.94,124,23,2.8,1.26,0,2,0,1,Account Takeover
TXN0000000333,CUST00091413,10-02-2022,15:49:00,15,0,0,France,Paris,Fuel,Credit Card,Mobile,40,828,11,3402.51,21.84,151,23,33.1,17.83,0,0,0,0,None
TXN0000000334,CUST00135060,19-03-2020,03:47:00,3,0,1,UK,Mexico City,Restaurant,Debit Card,POS Terminal,38,592,11,1668.09,104.32,163,23,25.3,28.25,0,0,0,0,None
TXN0000000335,CUST00058872,09-06-2024,04:57:00,4,1,1,India,Manchester,Healthcare,Bank Transfer,Desktop,50,701,1.5,93139.34,513.09,138,30,20.5,9.65,0,0,0,0,None
TXN0000000336,CUST00153472,09-10-2022,13:38:00,13,1,0,UK,São Paulo,Grocery,Credit Card,Mobile,32,595,9.4,31331.59,17.28,165,19,53.2,6.83,0,0,0,0,None
TXN0000000337,CUST00128392,11-05-2024,11:42:00,11,1,0,USA,São Paulo,Jewelry,Bank Transfer,Mobile,50,828,12,2415.71,57.38,127,20,5.8,8.89,0,0,0,0,None
TXN0000000338,CUST00177287,16-03-2021,16:15:00,16,0,0,Brazil,Delhi,Crypto Exchange,Credit Card,Mobile,58,750,0.2,10391.75,49.81,151,20,71.6,2.12,0,0,0,0,None
TXN0000000339,CUST00086417,09-01-2021,02:07:00,2,1,1,Brazil,Mumbai,Restaurant,Debit Card,Mobile,37,739,0.1,3287.47,136.79,145,13,16.8,8,0,0,0,0,None
TXN0000000340,CUST00070272,10-07-2021,11:07:00,11,1,0,France,Mumbai,Online Shopping,Debit Card,ATM,42,503,0.9,67250.93,58.54,139,17,5.9,10.11,0,0,0,0,None
TXN0000000341,CUST00044065,25-07-2022,17:27:00,17,0,0,Japan,Los Angeles,Gaming,Credit Card,Tablet,32,524,0.1,4991.95,13.35,158,19,16.3,20.34,0,0,0,0,None
TXN0000000342,CUST00107451,01-11-2024,23:51:00,23,0,1,India,London,Online Shopping,Credit Card,ATM,27,773,6.6,562.59,34.39,141,23,21.3,1.71,0,0,0,0,None
TXN0000000343,CUST00171891,23-08-2022,04:50:00,4,0,1,USA,Sydney,Jewelry,Debit Card,Desktop,27,770,21.4,675.71,134.09,145,16,42,1.6,0,0,1,0,None
TXN0000000344,CUST00176598,21-05-2022,11:24:00,11,1,0,Mexico,London,Online Shopping,Debit Card,POS Terminal,26,700,22,7199.6,59.73,152,18,81.1,2.27,0,0,1,0,None
TXN0000000345,CUST00019831,30-06-2022,14:16:00,14,0,0,India,Munich,Entertainment,Mobile Payment,Tablet,61,647,21.2,7765.33,31.63,143,22,11.9,18.38,0,2,0,0,None
TXN0000000346,CUST00148502,02-01-2023,17:03:00,17,0,0,USA,Guadalajara,Utilities,Debit Card,Mobile,33,742,9.9,2462.13,15.62,132,22,7.2,10.82,1,0,0,0,None
TXN0000000347,CUST00137966,12-10-2024,02:02:00,2,1,1,UK,Vancouver,Electronics,Debit Card,ATM,29,699,3,2804.52,122.1,169,22,47.8,8.06,0,0,0,0,None
TXN0000000348,CUST00116382,07-07-2021,08:36:00,8,0,0,Australia,São Paulo,Restaurant,Credit Card,Desktop,52,591,3.8,1679.51,58.89,152,20,0.9,0.22,0,0,0,0,None
TXN0000000349,CUST00047334,21-04-2020,13:22:00,13,0,0,Brazil,Mexico City,Clothing,Credit Card,Mobile,46,471,2.6,14490.28,406.34,160,21,20.7,1.75,0,0,0,0,None
TXN0000000350,CUST00134509,30-03-2023,07:39:00,7,0,0,USA,São Paulo,Online Shopping,Credit Card,POS Terminal,40,575,1,5794.54,120.35,158,19,22.2,12.18,0,0,1,0,None
TXN0000000351,CUST00076214,14-03-2022,06:54:00,6,0,1,Mexico,Mumbai,Restaurant,Bank Transfer,Mobile,44,642,2.7,58111.7,61.14,165,22,0.9,2.4,0,0,0,0,None
TXN0000000352,CUST00136968,16-01-2024,19:40:00,19,0,0,USA,New York,Online Shopping,Mobile Payment,Mobile,62,716,8.8,2830.97,35.67,137,22,5.4,9.58,0,0,0,0,None
TXN0000000353,CUST00150811,04-07-2020,03:06:00,3,1,1,USA,London,Grocery,Bank Transfer,Mobile,39,579,5.7,14100.55,108.77,170,19,37.4,36.68,0,0,0,0,None
TXN0000000354,CUST00030747,10-12-2021,01:52:00,1,0,1,Brazil,Berlin,Gaming,Mobile Payment,ATM,32,680,4,7050.58,31.92,143,24,68.6,11.85,0,0,0,0,None
TXN0000000355,CUST00049378,17-07-2023,05:41:00,5,0,1,USA,New York,Clothing,Credit Card,Tablet,49,760,0.9,20463.93,18.18,146,22,35,5.09,1,0,0,0,None
TXN0000000356,CUST00179477,18-10-2020,22:32:00,22,1,1,USA,Toronto,Education,Bank Transfer,Mobile,44,850,6.9,8008.67,11.77,156,20,20.5,1.99,1,0,0,0,None
TXN0000000357,CUST00054046,15-07-2020,01:05:00,1,0,1,USA,Lyon,Clothing,Bank Transfer,Mobile,48,741,1.5,14181.15,56.57,164,19,0.3,21.38,1,0,0,0,None
TXN0000000358,CUST00097889,25-06-2024,23:58:00,23,0,1,USA,Guadalajara,Entertainment,Credit Card,ATM,18,750,1.1,5833.7,27.36,165,25,1.4,6.57,0,0,1,0,None
TXN0000000359,CUST00170863,08-06-2022,22:41:00,22,0,1,UK,Munich,Travel,Credit Card,Desktop,44,760,2.8,11590.31,371.12,167,17,36.1,22.83,0,0,0,0,None
TXN0000000360,CUST00107456,30-09-2024,05:37:00,5,0,1,USA,Manchester,Grocery,Credit Card,Mobile,44,738,9.7,7431.23,46.82,143,21,1.9,10.19,0,0,0,0,None
TXN0000000361,CUST00136673,23-12-2024,14:38:00,14,0,0,USA,Munich,Education,Debit Card,POS Terminal,45,591,4.3,14358.13,77.88,158,21,4.7,5.03,0,2,1,1,Card Cloning
TXN0000000362,CUST00093180,21-07-2023,11:33:00,11,0,0,USA,Munich,Healthcare,Credit Card,Desktop,48,575,16.9,10277.74,16.5,171,27,3.4,9.69,0,0,0,0,None
TXN0000000363,CUST00171837,14-09-2020,06:58:00,6,0,1,USA,Osaka,Online Shopping,Crypto,ATM,57,572,6.9,2151.66,47.98,158,14,2.3,0.08,0,0,1,0,None
TXN0000000364,CUST00045715,17-10-2024,13:18:00,13,0,0,India,Sydney,Travel,Credit Card,Desktop,53,731,4,13908.64,58.71,145,17,24.8,4.09,1,0,0,0,None
TXN0000000365,CUST00187908,15-03-2023,19:24:00,19,0,0,Brazil,Guadalajara,Utilities,Credit Card,Tablet,22,765,5.3,9723.77,17.67,162,24,16.5,7.64,1,0,0,1,Friendly Fraud
TXN0000000366,CUST00102947,19-07-2020,11:55:00,11,1,0,USA,Rio,Healthcare,Debit Card,Mobile,36,780,3,1730.08,12.01,154,17,35.1,59.67,0,0,0,0,None
TXN0000000367,CUST00109617,22-02-2024,04:20:00,4,0,1,Germany,Mumbai,Crypto Exchange,Cheque,Mobile,54,736,0.9,5965.42,52.86,146,19,27.9,6.29,0,0,0,0,None
TXN0000000368,CUST00105984,14-02-2021,12:17:00,12,1,0,Brazil,Mumbai,Grocery,Credit Card,Tablet,51,644,0.1,8805.85,103.21,142,18,8.7,22.85,0,0,0,0,None
TXN0000000369,CUST00187564,24-03-2022,12:17:00,12,0,0,USA,Manchester,Electronics,Bank Transfer,ATM,58,663,1.6,6160.95,141.18,166,22,44.6,2.09,1,0,0,0,None
TXN0000000370,CUST00124124,24-08-2024,12:33:00,12,1,0,USA,Osaka,Restaurant,Crypto,POS Terminal,57,678,4.2,509.29,250.88,160,16,20.9,2.67,0,0,0,0,None
TXN0000000371,CUST00149662,06-11-2022,21:17:00,21,1,0,India,New York,Clothing,Bank Transfer,Desktop,28,609,1.7,60987.17,330.54,146,24,20.4,8.71,0,0,0,0,None
TXN0000000372,CUST00043485,27-12-2023,00:01:00,0,0,1,India,New York,Education,Cheque,Desktop,45,738,2.8,1135.04,3.9,137,25,30.8,34.19,0,0,1,0,None
TXN0000000373,CUST00082990,27-03-2021,14:36:00,14,1,0,Australia,Guadalajara,Travel,Bank Transfer,POS Terminal,34,616,0.8,8768.29,1930.9,149,23,5.3,5.7,0,0,0,0,None
TXN0000000374,CUST00036213,02-06-2022,23:52:00,23,0,1,France,Sydney,Clothing,Debit Card,Desktop,34,752,0.6,6839.08,32.56,159,19,11.8,18.41,0,0,0,0,None
TXN0000000375,CUST00043526,15-06-2020,14:13:00,14,0,0,USA,Berlin,Entertainment,Bank Transfer,Desktop,30,683,3.7,20913.72,139.71,146,14,6,7.27,0,0,0,0,None
TXN0000000376,CUST00178275,01-12-2023,10:05:00,10,0,0,Canada,Vancouver,Crypto Exchange,Credit Card,Mobile,28,739,4.8,540.47,6.29,136,20,3.5,8.41,0,0,1,0,None
TXN0000000377,CUST00163708,28-03-2023,05:15:00,5,0,1,USA,São Paulo,Entertainment,Debit Card,Mobile,48,678,8.7,3245.95,21.86,125,19,3.9,22.15,0,1,0,1,Friendly Fraud
TXN0000000378,CUST00063209,04-03-2023,01:53:00,1,1,1,Japan,Mexico City,Crypto Exchange,Bank Transfer,Mobile,32,638,0.2,23679.41,72.44,163,17,64.4,9.29,0,0,0,0,None
TXN0000000379,CUST00033829,20-12-2021,04:34:00,4,0,1,Japan,Toronto,Travel,Credit Card,ATM,71,677,4.4,5552.3,160.57,147,22,30.8,0.87,1,0,0,0,None
TXN0000000380,CUST00149784,13-04-2020,13:15:00,13,0,0,USA,Mumbai,Fuel,Mobile Payment,Mobile,22,762,1.8,7725.1,7.25,141,16,7.4,17.33,0,0,0,0,None
TXN0000000381,CUST00003421,06-01-2020,08:12:00,8,0,0,France,Delhi,Crypto Exchange,Mobile Payment,Mobile,36,746,1.7,5728.42,42.39,136,24,58.8,30.03,1,1,0,0,None
TXN0000000382,CUST00096753,16-12-2024,12:00:00,12,0,0,UK,Berlin,Utilities,Credit Card,Mobile,18,660,10.4,56533.44,115.62,127,20,19.3,5.76,0,0,0,0,None
TXN0000000383,CUST00131374,08-01-2021,21:19:00,21,0,0,Brazil,Vancouver,Healthcare,Credit Card,Mobile,58,691,1.9,11640.16,99.93,153,15,0.3,38.35,1,0,0,0,None
TXN0000000384,CUST00176309,07-04-2024,15:39:00,15,1,0,UK,Toronto,Clothing,Bank Transfer,Desktop,18,684,0.7,14597.26,44.26,158,21,58.2,65.12,0,0,0,0,None
TXN0000000385,CUST00115295,02-04-2023,03:53:00,3,1,1,Canada,Mumbai,Healthcare,Credit Card,Mobile,48,644,0.5,86295.26,26.1,133,13,18.7,5.78,0,0,0,0,None
TXN0000000386,CUST00197308,06-11-2022,01:01:00,1,1,1,India,Los Angeles,Jewelry,Bank Transfer,Desktop,25,636,16.2,1049.71,1398.59,163,24,1.7,16.82,0,0,0,0,None
TXN0000000387,CUST00185313,09-07-2021,07:11:00,7,0,0,USA,Toronto,Gaming,Debit Card,Mobile,48,658,0.2,27971.93,75.24,128,17,55.8,9.85,0,0,0,0,None
TXN0000000388,CUST00124020,18-03-2022,20:31:00,20,0,0,UK,Mexico City,Fuel,Credit Card,POS Terminal,20,657,0.2,31558.29,167.2,157,20,6.7,3.84,0,4,0,1,Identity Theft
TXN0000000389,CUST00065727,03-10-2022,03:27:00,3,0,1,Germany,Guadalajara,Travel,Debit Card,ATM,43,579,11.4,3996.27,165.95,146,28,40,4.78,1,0,0,0,None
TXN0000000390,CUST00141565,02-07-2022,05:48:00,5,1,1,Canada,Toronto,ATM Withdrawal,Debit Card,Desktop,66,718,3.2,29456.43,57.84,149,20,8.3,11.31,1,0,0,0,None
TXN0000000391,CUST00115669,23-02-2024,11:59:00,11,0,0,USA,Vancouver,Utilities,Credit Card,Desktop,56,682,14.8,6691.1,29.85,139,18,1.8,13.96,0,0,0,0,None
TXN0000000392,CUST00006103,06-03-2023,20:03:00,20,0,0,Japan,Toronto,Jewelry,Mobile Payment,Desktop,33,544,3.7,19649.75,291.98,179,14,11.5,15.97,1,3,0,1,Synthetic Identity
TXN0000000393,CUST00181409,20-12-2024,23:13:00,23,0,1,Mexico,Toronto,Healthcare,Credit Card,Tablet,53,743,1.8,2398.74,71.75,139,19,23.7,4.72,0,0,0,0,None
TXN0000000394,CUST00118016,15-04-2023,23:38:00,23,1,1,UK,Melbourne,Online Shopping,Crypto,Tablet,37,674,14,11148.63,101.16,139,32,10,2.11,1,0,0,0,None
TXN0000000395,CUST00026642,14-04-2023,14:00:00,14,0,0,USA,Mumbai,Travel,Credit Card,Mobile,58,683,0.9,3755.2,176.31,149,20,0.6,9.11,0,0,0,0,None
TXN0000000396,CUST00165657,15-04-2020,03:37:00,3,0,1,Germany,Guadalajara,Entertainment,Debit Card,Mobile,35,624,3.1,516.89,133.25,145,22,88.4,40.04,0,0,0,0,None
TXN0000000397,CUST00163818,23-11-2021,20:02:00,20,0,0,India,Rio,Gaming,Credit Card,Mobile,31,770,24.3,558.49,37.34,134,19,9,1.97,0,0,0,0,None
TXN0000000398,CUST00154166,10-12-2020,14:10:00,14,0,0,Germany,Tokyo,Travel,Credit Card,Tablet,65,666,0.5,2783.1,128.4,151,13,3.9,5.69,0,0,0,0,None
TXN0000000399,CUST00197178,15-07-2024,17:46:00,17,0,0,Brazil,Toronto,Jewelry,Debit Card,Mobile,19,571,20.7,10307.35,238.78,154,23,9.7,36.8,0,0,0,1,Identity Theft
TXN0000000400,CUST00103747,30-07-2021,11:15:00,11,0,0,Mexico,São Paulo,Education,Credit Card,Mobile,52,657,0.4,38538.23,380.44,173,21,35.5,16.24,0,0,1,0,None
TXN0000000401,CUST00182958,21-10-2023,22:12:00,22,1,1,UK,São Paulo,Fuel,Mobile Payment,POS Terminal,55,808,1,45673.4,71.64,159,14,12,0.17,0,2,0,0,None
TXN0000000402,CUST00036632,08-07-2024,22:46:00,22,0,1,France,New York,Online Shopping,Credit Card,Desktop,18,589,2.5,2162.47,153.13,145,23,0.2,23.17,0,0,1,0,None
TXN0000000403,CUST00072992,16-12-2020,16:15:00,16,0,0,UK,Berlin,Grocery,Bank Transfer,Mobile,40,655,11.3,17384.48,1.61,146,22,19.2,0.16,0,2,0,0,None
TXN0000000404,CUST00004015,18-04-2024,11:53:00,11,0,0,Japan,Berlin,Education,Credit Card,POS Terminal,39,650,2.2,56282.68,8.37,144,26,26.1,5.3,0,0,0,0,None
TXN0000000405,CUST00011094,01-10-2022,16:31:00,16,1,0,Mexico,Tokyo,Fuel,Cheque,ATM,32,628,0.2,9909.78,413.71,140,29,15.5,12.13,1,0,0,0,None
TXN0000000406,CUST00018071,18-04-2024,21:31:00,21,0,0,France,Los Angeles,Travel,Debit Card,Mobile,45,709,11.3,64484.86,177.08,139,36,9.8,3.42,0,0,0,0,None
TXN0000000407,CUST00035778,04-07-2024,20:35:00,20,0,0,USA,Vancouver,Electronics,Mobile Payment,Mobile,66,684,6.6,6107.83,567.41,145,21,52.9,4.36,0,0,0,0,None
TXN0000000408,CUST00056959,14-09-2021,08:18:00,8,0,0,Mexico,Guadalajara,Entertainment,Debit Card,Mobile,41,673,0.7,839.99,48.97,172,23,15.4,3.93,0,2,0,0,None
TXN0000000409,CUST00082075,07-03-2021,21:06:00,21,1,0,UK,New York,Utilities,Crypto,Desktop,55,633,1.6,2047.93,135.31,123,16,18.3,8.3,0,0,0,0,None
TXN0000000410,CUST00010730,12-06-2024,18:52:00,18,0,0,Canada,São Paulo,Clothing,Bank Transfer,POS Terminal,43,652,0.5,40890.62,71.65,133,23,54.1,0.57,1,2,0,0,None
TXN0000000411,CUST00176090,08-08-2020,05:30:00,5,1,1,Germany,Vancouver,Utilities,Mobile Payment,POS Terminal,46,576,2.2,1664.31,30.15,136,24,9.9,0.88,1,1,0,0,None
TXN0000000412,CUST00197393,25-04-2024,17:28:00,17,0,0,Canada,Tokyo,Online Shopping,Debit Card,Mobile,54,538,1.2,1209.67,21.68,121,29,20,13.99,0,0,0,0,None
TXN0000000413,CUST00158824,26-02-2022,03:09:00,3,1,1,India,Mumbai,Online Shopping,Credit Card,Mobile,45,718,0.7,4810.5,29.33,153,24,1.3,35.56,0,0,0,0,None
TXN0000000414,CUST00105865,08-05-2021,01:52:00,1,1,1,Brazil,Mumbai,Fuel,Cheque,Tablet,46,834,7.5,2446.89,61.33,149,21,3.6,0.16,1,0,0,0,None
TXN0000000415,CUST00130859,02-09-2021,07:26:00,7,0,0,Canada,Lyon,Gaming,Debit Card,Mobile,41,785,3.7,9011.06,77.99,153,23,16.7,5.71,0,0,0,0,None
TXN0000000416,CUST00105511,01-08-2024,11:05:00,11,0,0,UK,Berlin,Education,Credit Card,Mobile,51,592,0.7,39529.61,187.15,168,13,8.8,0.15,1,0,0,0,None
TXN0000000417,CUST00054749,08-03-2021,12:58:00,12,0,0,USA,Toronto,Online Shopping,Credit Card,Tablet,72,673,0.4,13056.68,56.74,149,25,10.6,5.53,0,0,1,0,None
TXN0000000418,CUST00005802,09-10-2020,19:23:00,19,0,0,Mexico,London,ATM Withdrawal,Debit Card,Mobile,47,636,5.7,44295.34,28.4,133,19,74.7,9.45,0,0,0,1,Card Cloning
TXN0000000419,CUST00150263,26-01-2024,07:28:00,7,0,0,Brazil,Rio,Electronics,Debit Card,Mobile,44,643,4.2,2736.67,623.58,146,20,6.2,5.79,0,0,0,0,None
TXN0000000420,CUST00180762,12-12-2022,07:15:00,7,0,0,UK,New York,Clothing,Debit Card,Mobile,33,710,0.2,1781.83,80.04,140,19,34.4,31.57,0,0,0,0,None
TXN0000000421,CUST00182066,09-10-2020,22:00:00,22,0,1,France,Osaka,Clothing,Credit Card,Mobile,45,600,6.8,7713.34,29.86,157,21,0.7,13.05,0,0,0,0,None
TXN0000000422,CUST00029593,01-12-2024,13:17:00,13,1,0,Brazil,Tokyo,Education,Credit Card,Desktop,57,740,1.2,4257.15,19.9,160,22,5.6,1.44,0,2,1,1,Identity Theft
TXN0000000423,CUST00010648,05-11-2021,00:39:00,0,0,1,India,Mumbai,Clothing,Debit Card,Mobile,45,785,0.8,175000.28,116.01,160,15,5,45.35,0,2,0,0,None
TXN0000000424,CUST00139789,23-02-2023,06:19:00,6,0,1,USA,Melbourne,Online Shopping,Credit Card,Mobile,63,716,1.9,28058.23,52.32,140,18,48.8,0.43,1,0,0,0,None
TXN0000000425,CUST00110628,15-07-2021,13:48:00,13,0,0,USA,Mexico City,Grocery,Debit Card,Mobile,21,725,3.1,13037.97,32.85,160,17,18.6,0.01,0,0,0,0,None
TXN0000000426,CUST00070317,11-01-2020,00:24:00,0,1,1,Mexico,Paris,Online Shopping,Credit Card,Mobile,55,796,9.6,6202.48,209.22,161,21,10.9,3.72,0,2,0,0,None
TXN0000000427,CUST00002369,15-09-2021,19:16:00,19,0,0,Germany,Sydney,Entertainment,Mobile Payment,Mobile,20,717,1,5016.86,165.09,155,14,29.7,22.8,0,0,0,0,None
TXN0000000428,CUST00077576,23-04-2024,15:45:00,15,0,0,Canada,Guadalajara,Clothing,Debit Card,Mobile,42,612,9.7,13197.4,291.8,141,24,8.8,0.61,0,0,0,0,None
TXN0000000429,CUST00006656,05-09-2024,22:39:00,22,0,1,India,Manchester,Online Shopping,Credit Card,Mobile,28,716,6.2,49296.34,40.75,154,16,1.1,0.33,0,0,0,0,None
TXN0000000430,CUST00070032,15-11-2023,05:56:00,5,0,1,Canada,Mumbai,Entertainment,Credit Card,Mobile,27,737,1.1,1753.09,90.45,143,14,36.2,13.52,0,5,0,0,None
TXN0000000431,CUST00087923,26-05-2024,19:46:00,19,1,0,USA,Lyon,Electronics,Credit Card,Mobile,37,707,5.3,128879.23,1530.02,153,26,49,0.6,0,0,0,0,None
TXN0000000432,CUST00186839,03-12-2021,14:12:00,14,0,0,Japan,London,Travel,Bank Transfer,Desktop,35,645,1.5,5926.32,277.6,145,18,21.9,0.55,0,0,0,0,None
TXN0000000433,CUST00124047,09-05-2021,12:36:00,12,1,0,USA,Melbourne,Utilities,Credit Card,Mobile,51,824,2.3,12721.06,188.6,114,20,32.7,0.49,0,0,0,0,None
TXN0000000434,CUST00144476,24-06-2022,13:00:00,13,0,0,India,Berlin,Grocery,Debit Card,ATM,57,648,4.8,35355.84,39.34,146,21,23.5,18.92,0,0,0,0,None
TXN0000000435,CUST00032098,19-02-2021,08:02:00,8,0,0,USA,Osaka,Crypto Exchange,Debit Card,Mobile,18,630,1.4,2895.15,42.35,167,27,9.3,15.15,1,0,0,0,None
TXN0000000436,CUST00142039,23-08-2022,21:13:00,21,0,0,USA,Manchester,Grocery,Debit Card,Mobile,71,753,2.7,34914.79,122.19,139,19,9.7,13.86,1,0,0,0,None
TXN0000000437,CUST00124863,20-07-2021,16:52:00,16,0,0,Japan,Guadalajara,Gaming,Debit Card,POS Terminal,18,804,5.8,2173.06,82.28,157,24,30.8,8,0,0,0,0,None
TXN0000000438,CUST00118835,12-09-2022,02:29:00,2,0,1,UK,Manchester,Education,Mobile Payment,POS Terminal,49,726,8.3,2842.08,216.08,153,13,8.4,4.3,0,0,0,0,None
TXN0000000439,CUST00093849,13-01-2021,01:55:00,1,0,1,Japan,São Paulo,Travel,Credit Card,Tablet,23,656,1.9,5630.12,833.28,151,23,12.3,20.59,0,0,0,0,None
TXN0000000440,CUST00052922,09-04-2021,10:44:00,10,0,0,USA,Vancouver,Crypto Exchange,Debit Card,Mobile,77,510,1.1,10039.5,13.08,124,18,19.1,39.82,0,2,0,1,Account Takeover
TXN0000000441,CUST00180799,01-03-2020,02:11:00,2,1,1,Germany,Toronto,Online Shopping,Crypto,Mobile,50,624,0.8,1231.96,59.91,151,26,11.1,28.36,0,0,0,0,None
TXN0000000442,CUST00126142,20-08-2024,20:38:00,20,0,0,France,Mumbai,Utilities,Debit Card,POS Terminal,62,661,10.4,91866.86,44.25,142,25,6.5,20.72,0,0,0,0,None
TXN0000000443,CUST00181373,14-02-2023,14:18:00,14,0,0,Canada,Toronto,Entertainment,Bank Transfer,ATM,51,647,3.3,8184.06,7.92,140,17,28,7.54,0,0,0,0,None
TXN0000000444,CUST00022678,15-08-2024,08:09:00,8,0,0,USA,Mumbai,Entertainment,Credit Card,Mobile,29,769,2,6887.23,84.67,143,18,17.9,4.39,1,0,0,1,Phishing
TXN0000000445,CUST00055610,25-05-2022,06:10:00,6,0,1,USA,Los Angeles,Restaurant,Credit Card,Mobile,40,638,4.8,20599.94,51.5,156,19,51,0.77,0,0,0,0,None
TXN0000000446,CUST00187734,06-02-2021,14:56:00,14,1,0,Canada,Manchester,Utilities,Credit Card,Desktop,49,685,2,4789.44,20.45,141,14,0.1,6.41,1,0,1,0,None
TXN0000000447,CUST00031025,05-08-2022,03:29:00,3,0,1,USA,Toronto,ATM Withdrawal,Debit Card,Desktop,45,588,8.8,27545.66,40.27,146,19,15.5,44.27,0,0,0,0,None
TXN0000000448,CUST00070314,06-12-2022,18:33:00,18,0,0,USA,Lyon,Fuel,Bank Transfer,Mobile,31,778,14.9,4378.74,496.08,146,18,22.1,5.68,0,1,0,0,None
TXN0000000449,CUST00127814,03-05-2022,22:35:00,22,0,1,Mexico,Manchester,Utilities,Credit Card,Mobile,31,583,5.6,15097.8,78.08,147,17,40.3,29.59,0,0,1,0,None
TXN0000000450,CUST00184079,20-04-2020,04:24:00,4,0,1,UK,New York,Online Shopping,Credit Card,Desktop,54,649,2.6,42158.25,10.35,157,13,0.7,1.84,0,0,0,0,None
TXN0000000451,CUST00095286,02-12-2024,14:11:00,14,0,0,Mexico,Tokyo,Healthcare,Credit Card,Mobile,18,788,8.9,3868.27,25.11,159,20,10.4,15.72,1,0,0,0,None
TXN0000000452,CUST00146411,03-03-2023,19:24:00,19,0,0,UK,Los Angeles,Gaming,Credit Card,Desktop,59,709,2.5,1072.77,30.74,152,20,14.4,18.26,0,0,0,0,None
TXN0000000453,CUST00199100,07-07-2023,17:00:00,17,0,0,Germany,Lyon,Jewelry,Debit Card,POS Terminal,18,653,2.3,13820.33,341.61,159,15,63.2,6.47,0,1,0,0,None
TXN0000000454,CUST00113633,08-02-2020,11:06:00,11,1,0,Germany,Vancouver,Entertainment,Debit Card,Mobile,36,622,1.1,10937.3,80.82,135,18,18.8,3.95,0,0,0,0,None
TXN0000000455,CUST00150581,07-05-2022,14:55:00,14,1,0,USA,Mexico City,Grocery,Bank Transfer,Mobile,57,665,0.3,1482.66,6.14,141,21,6.1,8.45,0,0,0,0,None
TXN0000000456,CUST00003052,22-12-2022,05:10:00,5,0,1,USA,Mexico City,Travel,Bank Transfer,Mobile,22,621,3.7,308640.27,546.02,152,16,37.8,0.03,0,0,0,0,None
TXN0000000457,CUST00179820,01-12-2023,16:05:00,16,0,0,USA,Munich,Clothing,Bank Transfer,Mobile,34,752,18.2,19866.58,21.64,154,19,14,11.91,0,0,0,0,None
